ug,gr,ri,iz,zs1,s1s2,ug_err,gr_err,ri_err,iz_err,zs1_err,s1s2_err,label
0.246674859,-0.1062997,0.21993864,0.397285109,1.622010406,0.270612968,0.046264797,0.02986714,0.026749654,0.047465365,0.051047014,0.039623226,1
0.181299774,0.006504611,-0.137758929,0.011495153,1.258549044,0.444712189,0.02795417,0.02324418,0.029519765,0.05219301,0.058284591,0.051662365,1
1.409273201,0.580630262,0.618851544,0.092526353,2.096533489,0.431433736,0.34265646,0.06044022,0.05597588,0.15740356,0.156484636,0.05240229,1
0.09222194,0.066647242,0.338469961,0.063795049,0.064569387,0.024280943,0.039447907,0.033448596,0.039087426,0.050772335,0.063612733,0.090210864,1
0.475960072,0.097239414,0.070394132,0.136208948,0.588717685,0.246303687,0.10720848,0.038990717,0.04185131,0.100427724,0.116863228,0.11928118,1
0.301157916,0.106787021,0.185962278,0.230759097,1.193650846,0.300374647,0.051166892,0.036716316,0.03110375,0.038543325,0.040201209,0.04327817,1
0.245187261,0.007064569,-0.035074563,0.068094245,1.425139068,0.462508843,0.023595173,0.024881935,0.022563964,0.026974533,0.03479738,0.035383612,1
0.079621687,0.123811538,-0.070916211,0.077509333,1.167485031,0.355267226,0.028815381,0.029803552,0.029899579,0.046895828,0.054542788,0.046669048,1
0.174023943,-0.012069915,0.096565969,0.464391415,0.821626072,0.200293806,0.042042233,0.04297743,0.045085568,0.057913058,0.062552578,0.058412327,1
0.473222932,-0.016044767,0.083199387,0.049511649,1.268681105,0.20163366,0.046702433,0.04278644,0.038211163,0.045244366,0.050265588,0.044687806,1
0.121967782,0.150404194,-0.010429657,0.055744275,1.5295291,0.339281005,0.038875256,0.02960917,0.029886357,0.061783984,0.069075232,0.059665736,1
0.246518815,0.109444354,0.28497336,0.012127576,0.617488651,0.610081566,0.044604912,0.028809128,0.027446823,0.047898475,0.060151789,0.05731492,1
0.239583084,0.053507687,-0.078974242,0.053844223,0.913666867,0.390617726,0.024983775,0.029192366,0.034874678,0.04381689,0.046735223,0.045343136,1
0.194001534,0.309027232,0.047615985,0.185624007,1.273393953,0.557692046,0.037760757,0.024705183,0.027304398,0.041205972,0.048851684,0.04669047,1
0.303299889,0.410054364,0.17318847,0.0786887,0.960591619,0.412076575,0.036024764,0.021343052,0.019867672,0.035798624,0.045041028,0.045276926,1
1.592623997,0.053835946,0.018974269,0.065998945,0.151608863,0.305023882,0.12765355,0.028117009,0.02765304,0.0637557,0.094074457,0.12,1
0.316237496,0.192251509,-0.015820147,0.019626769,0.903440169,0.58451195,0.033843573,0.030907981,0.030329853,0.043208502,0.049590842,0.045276926,1
0.617516952,0.703942101,0.272015939,0.423634705,1.112192425,0.180524225,0.09199106,0.029477427,0.025456952,0.042140815,0.049148775,0.047507894,1
0.10069534,0.072843902,0.166402955,0.16802669,0.229478729,0.352910911,0.03442853,0.02163149,0.021300506,0.040865824,0.066019717,0.084504438,1
0.012724877,-0.074957702,-0.064530007,0.63678318,1.002150964,0.286587756,0.036632035,0.031201907,0.020816084,0.024706127,0.030287345,0.036069378,1
0.609593098,0.129149373,0.220932806,0.054053934,1.614374885,0.24002084,0.032692086,0.024618393,0.021895805,0.03027147,0.036616631,0.03748333,1
0.257928961,-0.153177478,0.068939182,-0.158430906,1.393535543,0.394508369,0.02249805,0.022006052,0.024890848,0.030714411,0.032369324,0.031890437,1
0.800607123,0.301764386,0.373232181,0.279269402,0.883210195,0.188478126,0.06677307,0.026770005,0.027494073,0.05410577,0.059837427,0.050328918,1
0.197662507,0.193184936,-0.099156369,0.080348301,1.159968562,0.446526791,0.045738954,0.03611543,0.02771724,0.052109525,0.05855333,0.050209561,1
0.13987592,0.27053594,-0.041546379,-0.070876422,1.181023401,0.267601329,0.052501805,0.035677228,0.022376236,0.044161182,0.052714649,0.053263496,1
-0.192301764,0.319243049,-0.062610718,-0.18153996,1.055032398,0.400432873,0.04040331,0.029453244,0.033409365,0.096517526,0.103992731,0.075286121,1
0.604746574,0.244961686,0.02713109,0.16816796,-0.203381732,0.262770828,0.053163435,0.023900257,0.02490044,0.03886872,0.059510547,0.078409183,1
0.248280798,-0.148032207,0.115779825,0.189526799,1.206857319,0.474304686,0.030850388,0.026671983,0.025767153,0.03676823,0.04589909,0.049578221,1
0.205510239,0.174386556,-0.046332083,0.157830466,0.956017964,0.297303136,0.032681897,0.025962913,0.021738792,0.035277337,0.045129799,0.052630789,1
0.329064527,0.056380702,0.187697915,0.235756978,0.129946087,0.160516187,0.048949588,0.031099837,0.0317906,0.05106434,0.068551024,0.088814413,1
0.296652037,-0.151175569,0.296490814,0.151715164,1.061686403,0.281383863,0.031304825,0.029425103,0.032601103,0.03995633,0.04271595,0.044598206,1
-0.032839735,0.201207987,-0.031881505,0.072543221,0.555765879,0.645567426,0.039863467,0.03343098,0.034720916,0.06260784,0.075473213,0.068622154,1
0.316656863,0.202190591,0.250166054,0.075867219,0.891618654,-0.048795306,0.048840072,0.030931026,0.030748313,0.057407323,0.063210147,0.064660653,1
0.33068248,0.270977361,0.076387555,-0.033558222,1.45133378,0.477465471,0.08504835,0.042650662,0.046852376,0.16514902,0.170233892,0.084386018,1
0.197147414,0.366716536,-0.010908288,0.01974495,1.054304012,0.501442021,0.025782408,0.024366142,0.020641934,0.021199908,0.030387885,0.033970576,1
0.235701325,0.264323347,-0.042546143,0.02553007,1.196377926,0.285525516,0.06022364,0.03398682,0.031011319,0.07907978,0.085610855,0.067007462,1
0.349429837,0.139667875,0.292973428,0.029912035,0.546670918,0.561638774,0.043081127,0.02500071,0.025872538,0.055937562,0.066801357,0.063780875,1
0.032411731,0.299619546,-0.001620583,-0.11013336,0.813735961,0.580920623,0.048353788,0.037445012,0.03128884,0.06881445,0.077317452,0.05939697,1
2.440765176,0.542448614,0.242740987,0.142624253,0.798307009,-0.113557856,0.3407312,0.038659148,0.033736728,0.0522422,0.065240909,0.107354553,0
0.381857702,0.124053165,0.179538065,0.080727228,0.730369785,0.181623394,0.0597265,0.035839807,0.0396054,0.08451146,0.098057129,0.10373042,1
0.107030921,0.140257489,0.224905812,0.070306835,0.25870327,0.390572384,0.029910052,0.028493954,0.029457,0.029432476,0.039577125,0.045254834,1
0.232638824,-0.079443294,0.130152251,-0.082300727,1.458268015,0.357400104,0.03429092,0.019483047,0.01898293,0.024782207,0.031329316,0.033941125,1
0.239022215,0.122786559,-0.138803438,0.141962058,1.150284569,0.367052524,0.035003107,0.021677068,0.026607504,0.053124323,0.060017155,0.050931326,1
0.512021689,0.876729988,-0.016246451,0.38818654,-0.092820223,0.473082886,0.11353224,0.047231603,0.042280547,0.06860521,0.116170717,0.148822041,1
0.250597269,0.103116852,0.212294203,-0.020375078,0.473568309,0.55458892,0.031885296,0.025466286,0.021100441,0.032173548,0.04199898,0.045254834,1
0.731805945,0.173495787,0.099517891,0.25277253,0.31412045,0.170424644,0.040572137,0.032459155,0.034333218,0.039378468,0.04319481,0.053413481,1
0.38864502,0.059922805,0.213782932,0.131751433,1.295738376,0.236552756,0.07499718,0.040041137,0.03661408,0.07592001,0.080449219,0.058258047,1
0.158419378,0.069242452,0.181812879,-0.069323189,0.712217307,0.463560016,0.037289765,0.030965917,0.03169065,0.05472461,0.064605595,0.062289646,1
0.997403381,0.304441701,0.33681128,0.231742782,0.556297171,0.124521042,0.033665337,0.023884755,0.020880776,0.021820605,0.03280524,0.042638011,1
0.24709697,-0.017395504,0.10315132,0.231154842,1.482371102,0.175593458,0.034619577,0.027111692,0.028507654,0.050594717,0.055830405,0.044687806,1
0.254063598,0.266174472,0.29190144,0.341908826,0.572898489,0.334522783,0.03422893,0.039950278,0.049202953,0.040981144,0.032981705,0.04110961,1
0.463949849,0.48816899,0.172857594,0.12076606,1.45367651,0.345533534,0.048997533,0.026298296,0.026896736,0.049431305,0.054680425,0.046010868,1
0.56075597,0.11049431,0.404350015,0.108276163,0.797479155,0.386520009,0.144423,0.05375161,0.056353763,0.13726933,0.14963181,0.11980818,1
0.167633027,0.007543658,0.210190105,0.139337799,0.255103343,0.633410923,0.04489837,0.027210768,0.030796431,0.06932496,0.091901756,0.090520716,1
0.298642349,0.011272387,-0.129032418,0.202440113,1.386166206,0.405629926,0.023030167,0.02445405,0.02824576,0.040072985,0.04456101,0.041036569,1
0.145039451,0.065021423,0.158986903,0.010333347,0.363269181,0.540301745,0.038491692,0.030434573,0.03078027,0.055003315,0.07581858,0.082073138,1
-0.066347241,-0.006531401,-0.170203357,0.451118581,1.460831472,0.313556128,0.020996004,0.02933654,0.028379312,0.026975343,0.033796124,0.031144823,1
0.343298141,0.151390436,0.014553037,0.144921229,0.289581214,0.468643256,0.028660992,0.024746777,0.024371073,0.02820965,0.038015741,0.044553339,1
0.491586365,0.330732292,0.231689722,0.053355919,1.406144495,0.600597196,0.034181498,0.022145515,0.031136498,0.04018894,0.039937761,0.038209946,1
0.32389109,0.142395115,-0.027438475,0.058343547,0.496544504,0.321804617,0.03527663,0.032128952,0.029685287,0.03389123,0.037127742,0.038897301,1
0.521107308,0.052440862,0.027328938,0.166481045,0.051251007,0.397260088,0.045953438,0.027100481,0.029825857,0.04682719,0.065332424,0.078644771,1
0.096231028,-0.052160414,-0.136973168,0.500755269,0.949334949,0.281402352,0.027680459,0.023914222,0.020053502,0.02950998,0.032778869,0.031144823,1
0.244748412,0.019540132,-0.043615961,0.042311488,1.504230953,0.51060007,0.022909936,0.022872975,0.020622652,0.019600468,0.027151134,0.031144823,1
0.076101689,0.073906188,0.265241821,0.093479799,0.400313972,0.137411345,0.034443136,0.026411343,0.025230441,0.036749408,0.048761991,0.06080296,1
0.382309047,-0.002447539,0.209594597,-0.038521395,2.004423743,0.416400059,0.037941273,0.031672407,0.03175758,0.04877834,0.049632811,0.038209946,1
0.303104973,0.108960692,-0.019407699,0.389316156,1.504341022,0.28053151,0.034956858,0.023044117,0.025210617,0.032976683,0.033928133,0.03324154,1
1.591246319,0.313331963,0.016072887,0.108121367,0.472120754,0.099489583,0.11133205,0.044419374,0.025680538,0.054091778,0.080492276,0.116503219,0
0.451857284,-0.058568633,0.158478358,0.428540915,1.845953684,0.210556011,0.08742811,0.04509493,0.044473406,0.07949966,0.079674559,0.05964059,1
0.354092888,0.406192377,0.002414335,0.120540736,2.031830639,0.506557108,0.091001675,0.043175805,0.04312347,0.09293348,0.092614862,0.048083261,1
0.045562793,0.256490824,0.025416722,-0.013254162,0.757693628,0.521606806,0.036823012,0.027837884,0.023188768,0.039802615,0.050869669,0.054488531,1
0.121386184,0.193449307,0.190326779,0.120459678,0.360652972,0.513487553,0.033478495,0.021103702,0.021440016,0.044416513,0.067919476,0.077077883,1
0.795190127,0.508261884,0.400490505,0.533457651,0.910732661,0.195388601,0.2185798,0.054434236,0.054720283,0.073962875,0.08110075,0.098488578,1
-0.036815535,0.249165651,0.043053348,-0.062212783,0.461331269,0.636055137,0.027987605,0.031589467,0.025582774,0.020834694,0.030191244,0.034058773,1
0.433490016,0.030392016,-0.133491475,0.18583173,0.770052497,0.343412341,0.044626966,0.03484825,0.03431518,0.04678952,0.054471538,0.061846584,1
0.19702416,-0.021755416,0.176795579,-0.022064262,1.841830199,0.419243449,0.028852021,0.028326454,0.026511395,0.033902206,0.03852825,0.035355339,1
0.569268475,0.574040491,0.379285155,0.0617755,0.658614592,0.597627758,0.06568831,0.03485941,0.03382566,0.05148288,0.060927187,0.05939697,1
0.111109703,0.3287466,0.069670788,0.041636472,1.083214652,0.463365719,0.038803753,0.021104602,0.026731435,0.05529506,0.061309005,0.051662365,1
0.254632816,0.222092151,0.009811419,0.135698804,1.182656305,0.439053461,0.026855867,0.022107072,0.021607757,0.027075697,0.033803891,0.03748333,1
0.138784518,0.272020955,-0.002433028,0.069201458,0.98595148,0.44939599,0.064047165,0.042613532,0.03970659,0.12881519,0.135532175,0.083868945,1
-0.350538077,0.361098145,0.016832511,-0.061026325,0.416609311,0.435631836,0.025813406,0.022393603,0.024643015,0.04400686,0.052565785,0.050931326,1
0.828861875,0.090739738,0.128153404,0.122093261,1.550555831,0.319261055,0.06785671,0.04080475,0.05764315,0.07137747,0.063351281,0.054561891,1
0.824859171,0.441165056,0.30760856,0.362470041,1.437068655,0.277191203,0.27197355,0.07700121,0.07761073,0.17678277,0.174755235,0.089050547,1
0.218892124,0.098295107,0.209746531,-0.115671717,0.733244874,0.482633141,0.038887065,0.029716004,0.024599312,0.053487804,0.063107966,0.055901699,1
0.400813498,0.391967862,0.078172829,0.012797216,0.580684857,0.597079935,0.050716132,0.033865888,0.027886486,0.053343553,0.064140115,0.060207973,1
0.245506449,0.051464665,0.037151084,0.185022014,2.065655183,0.397616672,0.031407364,0.030326564,0.025853282,0.040885244,0.045040399,0.035355339,1
0.16774288,0.015872785,0.151007203,-0.056730356,0.170653666,0.616497275,0.02356951,0.023105223,0.02055439,0.02712279,0.048266563,0.054671748,1
0.163729229,0.232683873,-0.002639172,-0.048501921,0.849520936,0.454555449,0.027627904,0.023131903,0.023822598,0.03125886,0.038889385,0.038948684,1
0.196764163,0.206073067,-0.039573044,0.053474868,1.105126168,0.267121938,0.048908733,0.036512278,0.037160095,0.06279494,0.070005739,0.058898217,1
2.207634295,0.426108965,0.382619549,0.186636781,0.129219749,0.170563786,0.28257647,0.037535172,0.03386023,0.05742907,0.074311003,0.107042048,0
0.092326747,0.125390566,-0.034310646,0.138757119,1.155032331,0.439459294,0.04095904,0.030924896,0.02952111,0.048748218,0.056099243,0.056727418,1
0.012479945,0.11624553,0.182329401,0.249075263,0.263859662,0.32216812,0.035451658,0.02792269,0.028848529,0.044847224,0.065636161,0.082462113,1
0.180912553,-0.160640484,0.119812497,0.150415758,1.619619768,0.298176385,0.033647925,0.02129555,0.020139068,0.042733252,0.049490312,0.043185646,1
0.016131349,-0.029034693,-0.141219117,0.531797916,1.090730916,0.323513276,0.037241124,0.034987293,0.04878333,0.049689118,0.028054002,0.031827661,1
0.93318532,0.239669927,0.055703611,0.108431291,0.436077447,0.095540345,0.0903798,0.040003154,0.046599824,0.08698427,0.132955377,0.208542562,1
0.226412089,0.115086446,0.078154471,0.134441236,-0.582799199,0.422336544,0.0331919,0.023402058,0.029634878,0.04094444,0.079276103,0.114477072,1
0.705517695,0.184444492,-0.003613524,0.099022246,0.181372946,0.52762171,0.077796414,0.031851698,0.03387862,0.07913391,0.118191191,0.135882302,1
1.274576782,0.248159259,0.043500418,-0.032439308,-0.300282704,0.360291448,0.04950994,0.026664237,0.025850175,0.043264996,0.062240755,0.079025312,0
1.046273156,0.330732406,0.473806816,0.569718953,1.724682653,0.255536132,0.15132473,0.05008521,0.049791716,0.076805696,0.075393058,0.050447993,1
0.13163968,0.062985376,-0.156356303,0.079844177,1.827214686,0.361385483,0.036449037,0.038839407,0.036735993,0.05000341,0.053010123,0.038183766,1
0.446183342,0.032792419,0.043098082,0.125648964,0.666389473,0.386544319,0.074792065,0.033547617,0.03385158,0.06969662,0.076297549,0.061717096,1
0.228499122,0.059993237,0.088953748,-0.073065768,0.561949043,0.563452402,0.04298195,0.048209615,0.03333545,0.031937655,0.040899033,0.041036569,1
5.037725589,1.417353056,0.225695649,0.192394595,0.384521174,-0.256428376,0.7450231,0.02137465,0.018883487,0.02278192,0.03111403,0.044407207,0
0.595664387,0.227815836,0.228726697,0.352686129,2.05229847,0.360565086,0.10936101,0.047375355,0.048292927,0.09579601,0.095728391,0.056850682,1
0.504550529,0.74484503,0.237566598,0.276119845,0.401821591,0.623145034,0.047052197,0.026731776,0.021104844,0.03898634,0.048219001,0.045254834,1
0.169999718,-0.092551913,-0.01702915,0.131534199,1.434042483,0.29415824,0.029879155,0.025376016,0.03205872,0.045010034,0.045254342,0.03748333,1
0.167639335,0.038028979,-0.140005431,0.104706033,1.699961466,0.54352312,0.0390934,0.029048864,0.030591901,0.05792398,0.060662385,0.041725292,1
0.561290191,0.216275502,0.050395985,0.152814996,0.072103036,0.406335562,0.071,0.036645472,0.03887867,0.051844966,0.07177195,0.08579627,1
0.533190622,0.172163482,-0.008972374,0.308796279,0.013830269,0.394277851,0.08455586,0.034214128,0.03606687,0.09277815,0.140342978,0.18140011,1
1.264491129,0.49412343,0.281119592,0.593714816,0.885553039,0.082446637,0.30720767,0.049040794,0.04440551,0.06965351,0.080553215,0.099126182,1
0.32951436,0.109038568,0.21294073,-0.058094388,0.759632189,0.57732324,0.04605146,0.037059773,0.024849938,0.048732344,0.057410233,0.050911688,1
0.270031809,0.264572143,-0.000130264,0.027256839,0.921315781,0.561038214,0.034965675,0.03349083,0.023662036,0.028204808,0.036160782,0.038209946,1
-0.065229219,0.227143815,0.017444267,-0.013811865,1.073983327,0.691567383,0.028567852,0.027124215,0.025106734,0.043309372,0.050047414,0.041773197,1
0.518770517,0.259843318,0.106310197,0.171238932,0.743323434,0.494311577,0.07388529,0.03447669,0.031860262,0.067850105,0.092464075,0.103585713,1
0.121202795,0.380113309,0.141687124,0.094111495,0.560452131,0.530957925,0.030682284,0.023397554,0.02293562,0.03401071,0.043642498,0.044553339,1
0.035340466,0.2014667,-0.008111462,-0.118596005,1.37792708,0.591026106,0.03129917,0.021970002,0.026029909,0.046611067,0.05500558,0.047507894,1
0.160517149,0.287179847,0.190991732,0.489581617,1.131906669,0.210560742,0.0636115,0.04682076,0.03704433,0.062610194,0.069671395,0.06780118,1
0.389060866,-0.080342249,0.155755911,0.048219719,1.41927335,0.35511999,0.034505103,0.027654273,0.023893464,0.04739443,0.052028506,0.040311289,1
-0.099687293,-0.000367943,0.194948598,0.201828797,-0.019355145,0.403520714,0.038108684,0.035387665,0.033769444,0.054690216,0.075530079,0.089498603,1
0.237968854,0.151169569,0.311690296,0.156652986,0.299200967,0.384730321,0.039514046,0.0256654,0.030243348,0.049661808,0.071899193,0.084958814,1
0.146729221,0.287351122,-0.074820523,-0.049290671,1.375278063,0.497537222,0.057262823,0.030340329,0.027512465,0.063761786,0.069304066,0.049517674,1
1.198743217,0.165432367,-0.002529547,0.004548073,0.006217845,0.079268198,0.04700479,0.025447754,0.023061361,0.042262424,0.055090212,0.072401657,0
0.206055129,0.259694085,-0.139205743,0.595807689,0.999889494,0.52663191,0.16251387,0.08218076,0.13384444,0.26210597,0.26244163,0.174771279,1
5.59664187,0.611058363,0.159574868,0.074440034,-0.417665807,0.2615406,0.41554767,0.042860217,0.027508657,0.058157127,0.122025771,0.210430511,0
0.367185335,0.124861627,0.206799054,-0.006089172,0.65874027,0.589916344,0.03488551,0.025154378,0.027875314,0.04880816,0.058578854,0.052345009,1
0.356602052,-0.022061738,0.138980407,0.122722191,1.635498263,0.386225874,0.030413657,0.031508826,0.030540027,0.031751394,0.033290033,0.03324154,1
0.366975459,0.057183541,0.069190067,0.290198891,1.087502882,0.273350165,0.065874524,0.039121114,0.033532552,0.08755753,0.094797681,0.081541401,1
0.505469331,0.03900538,0.023005336,0.19155965,0.041166754,0.211427728,0.026411362,0.021409726,0.022767745,0.03108017,0.046516083,0.062008064,1
